ACC_NUCCORE	CreateDate_NUCCORE	GC_NUCCORE	Host_BIOSAMPLE	IsolationSource_BIOSAMPLE	Length_NUCCORE	Location_BIOSAMPLE	SamplType_BIOSAMPLE	Topology_NUCCORE	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	taxon_class_name	taxon_family_name	taxon_genus_name	taxon_name	taxon_order_name	taxon_phylum_name	taxon_species_name	taxon_superkingdom_name	D1	D2
NZ_CP024805.1	2017-12-06	51.7312011499416	Homo sapiens	liver	111310	Denmark		circular	56.2097954	9.3000769	Denmark	IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFII(pAMA1167-NDM-5)_1, CP024805, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(49?);FIC(-);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.5582726	6.2571125
NZ_CP024804.1	2017-12-06	51.189245087900716	Homo sapiens	liver	1934	Denmark		circular	56.2097954	9.3000769	Denmark	ColpVC_1, JX133088, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.2305007	-6.4927917
NZ_CP024803.1	2017-12-06	47.27011494252874	Homo sapiens	liver	2088	Denmark		circular	56.2097954	9.3000769	Denmark	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.977804	-6.802871000000001
NZ_CP024802.1	2017-12-06	48.88698630136986	Homo sapiens	liver	2336	Denmark		circular	56.2097954	9.3000769	Denmark	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.9497665000000001	1.5892426000000002
NZ_CP024833.1	2017-11-22	46.65669636083837	Homo sapiens	urine	46137	South Korea: Busan		circular	35.1799528	129.0752365	South Korea,Busan	IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.360985	14.085641
NZ_CP024832.1	2017-11-22	47.627001556909676	Homo sapiens	urine	96987	South Korea: Busan		circular	35.1799528	129.0752365	South Korea,Busan	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.679075	4.037107499999999
NZ_CP024831.1	2017-11-22	51.082657587854605	Homo sapiens	urine	216181	South Korea: Busan		circular	35.1799528	129.0752365	South Korea,Busan	IncFIB(AP001918)_1, AP001918, |IncFII(pCoo)_1, CR942285, |IncFII_1, AY458016, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(20?);FIC(-);FII(22,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.386393	6.4161773
NZ_CP024825.1	2017-11-22	46.65193561664609	Homo sapiens	Peritoneal fluid	46161	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon	IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.365984	14.084280999999999
NZ_CP024824.1	2017-11-22	52.64984478229722	Homo sapiens	Peritoneal fluid	62815	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon	IncC_1, JN157804, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.1757740000000005	6.935063
NZ_CP024823.1	2017-11-22	52.134316337277745	Homo sapiens	Peritoneal fluid	64564	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon	IncFII(pHN7A8)_1, JN232517, 	IncF RST(F33:A-:B-):FIA(-);FIB(-);FIC(5?);FII(33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.64819074	10.005924
NZ_CP024822.1	2017-11-22	50.69653678188158	Homo sapiens	Peritoneal fluid	118156	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-3.0115464	2.2862961
NZ_CP024818.1	2017-11-22	46.649769285760705	Homo sapiens	urine	46161	South Korea: Jeonnam		circular	35.30981329999999	126.982982	South Korea,Jeonnam	IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.369272	14.081875
NZ_CP024817.1	2017-11-22	47.6286215073719	Homo sapiens	urine	96990	South Korea: Jeonnam		circular	35.30981329999999	126.982982	South Korea,Jeonnam	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.677934	4.037163700000001
NZ_CP024816.1	2017-11-22	51.09488637008294	Homo sapiens	urine	176274	South Korea: Jeonnam		circular	35.30981329999999	126.982982	South Korea,Jeonnam	IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFII_1, AY458016, |IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(20?);FIC(-);FII(22,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.3735051	6.424302
NZ_CP024829.1	2017-11-22	43.06133863650488	Homo sapiens	Rectal swab	32182	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-6.2441607	14.169223
NZ_CP024828.1	2017-11-22	48.127490039840644	Homo sapiens	Rectal swab	51455	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon	IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.228048	14.2012
NZ_CP024827.1	2017-11-22	50.551095276442396	Homo sapiens	Rectal swab	122937	South Korea: Incheon		circular	37.4734048	126.6165903	South Korea,Incheon	IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.94870406	10.922525
NZ_CP023552.1	2017-11-22	46.74511120870037	Homo sapiens	Human Stool	77422	South Korea: Gyeonggi-do		circular	37.27	127.01		IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F19:A-:B9):FIA(-);FIB(9);FIC(5?);FII(19);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.064028	6.6076746
NZ_CP024481.1	2017-10-30	49.60612006939114	Homo sapiens	stool	105489	USA		circular	39.7837304	-100.4458825	USA	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.675103	8.290236
NZ_CP024480.1	2017-10-30	48.842490462225214	Homo sapiens	stool	77062	USA		circular	39.7837304	-100.4458825	USA	IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B13):FIA(-);FIB(13);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.17017207	11.375249
NZ_CP024292.1	2017-11-05	49.9894184870788	Homo sapiens	stool	85054			circular				IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O178:H19	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.6475005000000005	8.258021000000001
NZ_CP024291.1	2017-11-05	48.629775195394686	Homo sapiens	stool	111697			circular				IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F-:A-:B-):FIA(-);FIB(~14);FIC(-);FII(114?);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O178:H19	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.2841777	11.33554
NZ_CP024290.1	2017-11-05	40.99196666026924	Homo sapiens	stool	36473			circular				IncX1_1, EU370913, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O178:H19	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	6.1710887	14.330623000000001
NZ_CP023905.1	2017-10-20	41.58694109297375	Homo sapiens	rectal	35225	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncX4_2, FN543504, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	13.190323999999999	9.609269
NZ_CP023904.1	2017-10-20	42.25878833208676	Homo sapiens	rectal	4011	Canada:BC		circular	55.001251	-125.002441	Canada,BC	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	8.902857000000001	6.4802127
NZ_CP023903.1	2017-10-20	52.085431601398184	Homo sapiens	rectal	101274	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, 	IncF RST(F-:A-:B1):FIA(4,20);FIB(1);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.6409593	10.517661
NZ_CP023902.1	2017-10-20	47.16801523084246	Homo sapiens	rectal	2101	Canada:BC		circular	55.001251	-125.002441	Canada,BC	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.063640599999999	-6.7018580000000005
NZ_CP023901.1	2017-10-20	51.804123711340196	Homo sapiens	rectal	1552	Canada:BC		circular	55.001251	-125.002441	Canada,BC	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.123416	-4.4961433
NZ_CP023900.1	2017-10-20	48.29997377851586	Homo sapiens	rectal	34323	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncI(Gamma)_1, AP011954, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.276038000000001	8.845407000000002
NZ_CP023898.1	2017-10-20	47.52034095311896	Homo sapiens	rectal	5162	Canada:BC		circular	55.001251	-125.002441	Canada,BC	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.1622505	-4.518051
NZ_CP023897.1	2017-10-20	46.368422075020895	Homo sapiens	rectal	51479	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncX3_1, JN247852, |ColKP3_1, JN205800, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	20.375141	14.729332000000001
NZ_CP023896.1	2017-10-20	47.50559603752917	Homo sapiens	rectal	83988	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.5476513	4.145663
NZ_CP023895.1	2017-10-20	53.21774615921786	Homo sapiens	rectal	91648	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.474704	10.254977
NZ_CP023961.1	2017-10-20	47.74861322011838	Homo sapiens	urine	96807	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncY_1, K02380, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.680177	4.030638
NZ_CP023959.1	2017-10-20	50.82983201435217	Homo sapiens	urine	128761	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncFII_1, AY458016, |IncFIB(pB171)_1, AB024946, 	IncF RST(F36:A-:B32):FIA(-);FIB(32);FIC(-);FII(36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	13.564081	8.531816000000001
NZ_CP023958.1	2017-10-20	47.089460784313715	Homo sapiens	urine	3264	Canada:BC		circular	55.001251	-125.002441	Canada,BC	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	8.963753	6.4956856
NZ_CP023957.1	2017-10-20	49.96704428424305	Homo sapiens	urine	48550	Canada:BC		circular	55.001251	-125.002441	Canada,BC	IncI(Gamma)_1, AP011954, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.305973	8.841141
NZ_CP019358.1	2021-01-26	49.66290045101595	Homo sapiens	urine	86028	China:Zhejiang		circular	30.256769	120.201999		IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.7582960000000005	8.975647
NZ_CP019357.1	2021-01-26	51.20098511935671	Homo sapiens	urine	67403	China:Zhejiang		circular	30.256769	120.201999		IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.1856155000000002	11.366412
NZ_CP019356.1	2021-01-26	47.2209033015705	Homo sapiens	urine	275899	China:Zhejiang		circular	30.256769	120.201999		IncHI2A_1, BX664015, |IncHI2_1, BX664015, |IncN_1, AY046276, 	IncHI2 DLST(3):smr0018(3);smr0199(2)|IncN MLST(-):repN(1);traJ(-);korA(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.1972419999999997	4.085714
NZ_CP023542.1	2017-09-21	49.46981146099149	Homo sapiens	stool	161452	USA:MT		circular	47.3752671	-109.63875790000002	USA,MT	IncFIB(AP001918)_1, AP001918, |IncB/O/K/Z_1, CU928147, 	IncF RST(F-:A-:B-):FIA(-);FIB(~14);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O104:H21 str. CFSAN002236	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.5899885	12.733025999999999
NZ_CP023534.1	2017-10-02	49.08768023261164	Homo sapiens	human	108679			circular				IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.679541599999999	8.858383
NZ_CP023533.1	2017-10-02	47.15877511049944	Homo sapiens	human	75566			circular				IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, 	IncF RST(F48:A-:B25):FIA(-);FIB(25);FIC(3?);FII(48);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.0252229	10.317281
NZ_CP023532.1	2017-10-02	48.91925106629076	Homo sapiens	human	13833			circular						Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.5121841000000003	2.5546303
NZ_CP023530.1	2017-10-01	47.158323847843924	Homo sapiens	stool	75554	Georgia		circular	41.6809707	44.02873820000001	Georgia	IncFII(pRSB107)_1, AJ851089, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F48:A-:B25):FIA(-);FIB(25);FIC(3?);FII(48);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.0172033	10.31913
NZ_CP023348.1	2017-09-16	51.79309800917111	Homo sapiens	Diarrheal stool	88757	Bangladesh: Dhaka		circular	23.8	90.37		IncFII(pCoo)_1, CR942285, 	IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.6170025	10.743319999999999
NZ_CP023347.1	2017-09-16	47.59426275567543	Homo sapiens	Diarrheal stool	142368	Bangladesh: Dhaka		circular	23.8	90.37		IncFII_1, AY458016, 	IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.5814778	10.572372999999999
NZ_CP023352.1	2017-09-16	49.937741660659285	Homo sapiens	Diarrheal stool	45777	Bangladesh: Dhaka		circular	23.8	90.37		IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.4041591	10.583697
NZ_CP023351.1	2017-09-16	51.86372745490982	Homo sapiens	Diarrheal stool	77345	Bangladesh: Dhaka		circular	23.8	90.37		IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~98);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.9585648000000001	10.927874000000001
NZ_CP023350.1	2017-09-16	48.075326877593824	Homo sapiens	Diarrheal stool	112045	Bangladesh: Dhaka		circular	23.8	90.37		IncI(Gamma)_1, AP011954, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.2931092	2.578002
NZ_CP021289.1	2017-09-07	51.62055282254777	Homo sapiens		147172	Australia: Brisbane	whole organism	circular	-27.4689682	153.02349909999995	Australia,Brisbane	IncFII_1, AY458016, |IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, 	IncF RST(F51:A-:B10):FIA(-);FIB(10);FIC(-);FII(51);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.62073946	11.725344999999999
NZ_CP022914.1	2017-08-27	46.866801685167616	Homo sapiens	stool	117021	USA:NY		circular	43.1561681	-75.84499459999998	USA,NY	IncFII(pCoo)_1, CR942285, 	IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O6:H16	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.2489127	10.594617999999999
NZ_CP022913.1	2017-08-27	47.819914184755184	Homo sapiens	stool	63392	USA:NY		circular	43.1561681	-75.84499459999998	USA,NY	IncFIB(AP001918)_1, AP001918, |IncFII(pHN7A8)_1, JN232517, 	IncF RST(F6:A-:B-):FIA(-);FIB(~45);FIC(-);FII(6);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli O6:H16	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.1423146999999998	10.665218
NZ_CP018626.1	2017-07-19	47.620993202837724	Homo sapiens	stool	107692	South Korea: Seoul		circular	37.5402217766123	127.001953125		IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F23:A-:B3):FIA(-);FIB(3);FIC(3?);FII(23);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	10.611235	-12.069147000000001
NZ_CP018625.1	2017-07-19	51.05990783410138	Homo sapiens	stool	111755	South Korea: Seoul		circular	37.5402217766123	127.001953125		IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.3925638	13.233362
NZ_CP022167.1	2017-07-05	46.246076806432285	Homo sapiens	urine	113428	USA: New York		circular	40.71	-74.01		IncFIB(H89-PhagePlasmid)_1, HG530657, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	19.950972	6.2870545
NZ_CP022166.1	2017-07-05	50.83341012763214	Homo sapiens	urine	173624	USA: New York		circular	40.71	-74.01		IncFIB(AP001918)_1, AP001918, |IncFIA_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B1):FIA(5,6);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.1368113000000002	11.144975
NZ_CP022165.1	2017-07-05	45.53911876096402	Homo sapiens	urine	233149	USA: New York		circular	40.71	-74.01		IncHI2A_1, BX664015, |IncHI2_1, BX664015, 	IncHI2 DLST(4):smr0018(4);smr0199(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.4829482999999994	4.120111
NZ_CP021847.1	2017-06-19	51.72610624204731	Homo sapiens	urine; urinary tract infection	84091	Taiwan		circular	22.99	120.21		IncFII_1, AY458016, 	IncF RST(F34:A-:B-):FIA(-);FIB(-);FIC(-);FII(34);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.43916140000000004	10.462852499999999
NZ_CP021846.1	2017-06-19	50.3714131023281	Homo sapiens	urine; urinary tract infection	92350	Taiwan		circular	22.99	120.21		p0111_1, AP010962, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.948153	4.4012985
NZ_CP021845.1	2017-06-19	50.24660468908625	Homo sapiens	urine; urinary tract infection	125099	Taiwan		circular	22.99	120.21		IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.1715446	2.4875581
